Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mexico,10856.0,10998.0,11006.0,11121.0,12042.0,12068.0,12353.0,13139.0,12915.0,13200.15,13433.81,13405.26,14793.21,15239.46,16683.76,17412.42,19003.96,19701.46,21397.59,27708.87,29300.56,31577.19,31708.21,32950.14
Micronesia (Federated States of),2.16,2.16,2.16,0.1,0.1,0.1,0.1,0.18,0.24,0.53,0.53,0.53,0.53,0.68,1.86,1.86,2.46,2.46,4.05,4.45,4.45,4.45,4.45,4.45
Moldova,64.0,60.0,60.0,60.0,59.0,59.0,56.0,56.0,64.0,64.0,64.0,64.0,64.4,67.0,69.0,69.0,70.78,81.44,105.75,109.75,116.15,152.73,254.81,307.91
Mongolia,15.03,16.11,16.11,16.47,16.47,17.04,17.97,18.42,22.07,22.33,34.27,34.27,34.6,84.64,84.64,84.64,96.82,179.92,251.42,276.22,279.58,279.77,279.77,279.77
Montenegro,,,,,,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.84,652.69,661.92,668.16,746.81,747.61,794.24,817.26,817.26,836.89,856.52
Montserrat,,,,,,,,,,,,,,,,,,,,0.25,0.25,1.0,1.0,1.02
Morocco,1227.32,1227.62,1228.32,1327.52,1328.42,1329.32,1330.12,1391.27,1392.17,1519.77,1561.08,1595.71,1596.71,1836.71,2143.13,2307.03,2416.8,2538.83,3271.83,3271.84,3521.93,3637.93,3724.93,4104.93
Mozambique,2229.43,2250.38,2250.38,2250.38,2250.38,2250.38,2250.38,2250.38,2250.46,2250.46,2250.48,2263.96,2264.09,2265.76,2267.06,2268.02,2268.61,2268.63,2268.84,2309.3,2312.01,2312.53,2354.1,2369.1
Myanmar,389.1,394.59,422.5,334.68,781.46,782.33,811.74,851.43,995.81,1702.09,2568.87,2742.62,2863.45,3060.97,3247.04,3259.11,3343.65,3358.2,3373.65,3416.64,3412.65,3438.61,3509.16,3509.16
Namibia,240.0,240.12,240.27,240.35,240.53,241.02,241.02,241.02,241.02,241.02,241.31,241.51,331.91,332.73,334.12,338.62,370.63,414.61,443.78,496.5,500.99,501.0,526.02,526.02
Nauru,,,,,,,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.21,0.21,0.21,0.71,0.71,0.82,2.48,2.48,2.9,3.16,3.16
Nepal,265.6,386.64,392.67,545.51,555.67,559.44,563.34,569.24,578.65,675.38,685.79,696.88,702.4,738.72,755.04,811.07,831.74,978.41,1100.75,1220.83,1353.72,2069.81,2315.84,2799.05
Netherlands,787.46,838.04,1034.13,1288.89,1457.94,1634.18,1994.5,2321.97,2836.58,2959.8,3031.6,3192.74,3472.91,4169.18,4661.37,5748.28,7203.27,7936.54,9867.03,12569.07,18662.59,23472.21,29328.66,35627.01
New Caledonia,79.95,82.71,85.24,89.87,101.42,101.49,107.0,111.32,111.32,116.38,118.48,119.28,119.28,119.28,119.53,122.89,126.18,143.4,155.54,190.99,214.7,265.51,319.24,324.13
New Zealand,5732.0,5798.0,5908.0,5945.0,6040.0,6111.0,6114.0,6289.0,6438.0,6613.0,6760.0,6920.0,6961.04,7052.0,7253.0,7300.0,7309.0,7331.0,7375.0,7407.0,7465.0,7735.0,8128.0,8297.0
Nicaragua,205.61,205.61,222.93,247.43,304.01,313.93,313.93,314.6,314.6,354.5,377.6,377.6,549.73,555.0,595.98,613.38,663.04,675.62,675.62,733.08,733.08,734.22,747.71,750.29
Niger (the),0.5,1.1,1.7,2.4,3.2,4.2,5.3,6.4,6.4,6.41,6.41,6.41,6.41,6.41,6.46,6.47,6.63,6.85,13.97,14.1,14.69,14.56,49.95,79.95
Nigeria,2085.2,2085.2,2085.2,2085.2,2085.2,2085.2,2085.28,2085.28,2085.28,2085.47,2086.7,2117.68,2117.87,2118.67,2121.9,2128.93,2134.52,2140.23,2144.66,2156.72,2216.29,2244.65,2273.97,2983.97
Niue,,,,,,,,,,0.06,0.06,0.06,0.06,0.06,0.34,0.34,0.34,0.34,0.34,0.94,0.94,0.94,0.94,0.94
North Macedonia,443.0,443.0,443.0,444.0,544.0,544.0,545.0,546.0,552.0,553.0,555.0,558.0,599.0,624.0,682.0,716.0,719.83,731.4,736.06,741.7,819.73,827.82,972.72,1354.32
Norway,28193.0,27746.0,28124.5,28213.0,28297.0,28913.0,29109.0,29419.5,29925.8,30082.2,30250.1,30631.5,31365.0,32001.7,32251.7,32393.7,32813.9,33251.1,34395.61,35911.53,37998.53,39406.48,39773.91,40210.91
Oman,,,,,,,,,,,,,,0.7,0.7,2.2,2.21,8.21,25.79,76.24,179.09,205.09,705.09,722.09
Pakistan,5175.89,5313.89,5319.89,5900.89,6775.89,6777.29,6763.29,6798.03,6922.47,6932.12,7012.37,7025.21,7142.21,7564.44,7915.1,8127.7,8807.87,9224.03,12203.88,12349.05,12567.35,12889.74,14156.41,14156.41
Palau,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.28,0.28,0.29,0.58,0.67,0.75,1.13,1.13,2.1,2.1,2.5,2.62,2.92,4.34,4.34,19.62
Panama,673.47,675.71,761.71,892.99,892.71,891.99,912.5,918.48,929.95,939.77,994.79,1291.31,1525.86,1554.09,1691.84,2032.41,2051.03,2112.1,2307.63,2354.18,2383.49,2646.89,2781.26,2933.2
Papua New Guinea,212.66,212.97,212.97,219.21,219.23,249.23,249.23,277.23,285.23,287.23,295.23,295.23,306.54,308.45,308.7,327.24,327.59,327.55,327.62,329.35,329.47,330.0,333.24,398.84
Paraguay,8100.0,8100.26,8100.26,8100.26,8100.26,8100.42,8450.42,8800.42,8800.42,8800.42,8800.42,8800.42,8800.42,8839.48,8839.48,8839.48,8839.48,8839.48,8839.48,8865.48,8865.59,8865.59,8866.6,8866.6
Peru,2893.48,3003.85,3035.18,3079.94,3104.24,3256.06,3265.95,3271.52,3291.02,3363.06,3502.85,3561.56,3713.04,3806.92,4078.02,4710.94,5750.78,5846.54,6123.03,6311.83,6367.95,6431.38,6577.55,6743.95
Philippines,3784.77,3866.85,4074.55,4509.55,4511.55,4545.27,4545.37,4547.12,4550.87,4590.64,4810.09,4817.87,4849.04,4856.57,5281.27,5624.76,6272.43,6423.5,6598.18,6772.19,6987.0,7315.96,7672.95,7832.12
Poland,837.0,914.0,902.0,943.0,964.0,1091.0,1154.0,1301.0,1547.0,1751.4,2178.4,3018.51,4093.7,5115.79,5637.55,6918.68,7880.65,7981.5,8300.63,9361.38,12275.17,16457.09,22521.93,27330.93
Portugal,4885.0,4947.0,5057.5,5127.5,5665.5,6416.5,7087.5,7652.5,8343.5,8957.5,9606.5,10548.22,10954.85,11143.25,11573.06,12154.34,13209.43,13540.96,13753.2,14117.77,14207.58,15074.09,17108.53,18414.53
Puerto Rico,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,102.64,116.38,240.01,270.4,275.8,406.05,443.1,501.96,504.89,536.52,582.93,689.46,841.28,1157.09
Qatar,,,,,,,,,,,,19.67,19.67,21.29,22.97,22.97,24.1,24.1,24.1,24.1,24.1,24.1,824.1,824.1
Romania,6371.0,6273.0,6245.0,6248.0,6278.0,6290.0,6283.0,6349.0,6382.1,6373.1,6791.1,7410.0,8354.0,10098.0,11152.05,11212.05,11162.05,11144.95,11168.73,11168.91,11121.37,11120.14,11579.98,11762.98
Russia,44716.83,45113.13,45260.13,45680.23,46061.9,46389.23,46710.23,47455.53,47749.25,47977.85,48062.86,48111.87,49822.94,50629.11,51580.7,51780.92,51786.92,52170.19,52613.92,53912.58,55219.45,56462.35,56880.23,56708.07
Rwanda,41.16,41.16,41.16,41.16,41.16,41.16,40.9,41.25,41.25,41.25,50.74,56.41,57.47,61.7,77.19,105.87,111.09,115.82,117.51,131.89,143.3,144.66,151.31,151.31
Réunion,143.6,143.6,143.6,143.6,159.46,163.58,179.08,183.23,189.43,221.93,281.53,323.33,345.23,348.43,359.43,380.33,382.5,383.9,427.6,436.14,444.7,462.7,469.94,474.54
Saint Barthélemy,,,,,,,,,,,,,,,,,0.02,0.02,0.02,0.02,0.04,0.04,0.06,0.06
Saint Kitts and Nevis,,,,,,,,,,,2.26,2.38,2.38,3.63,3.63,3.63,4.13,4.13,4.16,4.21,5.21,5.21,5.21,5.21
Saint Lucia,,,,,,,,,,0.01,0.02,0.02,0.05,0.06,0.1,0.76,1.04,1.04,4.04,4.29,4.34,4.34,4.34,4.42
Saint Martin (French Part),,,,,,,,,,,,,,1.4,1.6,2.6,1.8,0.1,0.1,0.5,1.0,1.0,1.9,2.1
Saint Pierre and Miquelon,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,,,,,,,,
Saint Vincent and the Grenadines,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.7,5.71,5.88,6.44,8.14,8.32,8.39,9.02,9.71,9.88,9.95,10.01,10.51
Samoa,10.56,10.56,10.56,10.56,10.56,10.57,8.07,8.09,8.09,8.09,11.09,11.09,11.39,11.39,14.78,17.48,23.56,27.23,27.59,28.91,29.66,29.67,29.67,29.66
Sao Tome and Principe,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,2.07,2.27,2.27,2.27,2.26,2.12,1.93,1.93
Saudi Arabia,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,2.35,2.85,13.55,22.45,24.25,24.25,24.25,37.37,87.37,112.37,412.37,442.37,842.87,2988.37
Senegal,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.01,25.01,25.06,25.16,27.25,27.5,56.86,128.66,171.61,250.95,355.07,422.55,446.04,446.04
Serbia,2272.72,2272.88,2272.88,2272.88,2272.88,2273.55,2273.8,2273.8,2275.21,2277.89,2296.51,2327.67,2363.1,2331.82,2422.53,2440.03,2461.04,2481.99,2695.37,2909.58,2927.72,2956.93,3067.3,3181.3
Seychelles,,,,,,,,,,,,,,6.28,6.96,7.41,8.75,9.79,11.16,11.15,13.92,22.5,23.05,23.05
Sierra Leone,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.03,29.04,29.07,54.09,54.01,54.3,54.32,90.12,90.25,90.65,96.09,96.19,99.23,101.34,109.46,114.79,114.79
Singapore,152.9,152.9,152.9,152.9,152.9,152.9,152.9,152.9,153.2,130.0,131.5,133.1,136.2,140.7,180.12,214.52,266.22,286.02,330.72,437.42,495.82,663.02,867.42,1146.83
Slovakia,1685.0,1592.0,1632.0,1640.0,1654.0,1650.0,1715.0,1744.0,1791.0,1741.0,1802.5,2300.5,2334.5,2358.5,2379.5,2383.5,2396.5,2385.0,2329.0,2431.0,2377.0,2406.0,2432.5,2514.58
Slovenia,860.0,924.0,967.0,990.0,992.0,997.05,1029.19,1040.59,1085.0,1124.0,1133.0,1184.0,1277.0,1367.0,1405.0,1420.0,1408.0,1478.53,1473.93,1512.29,1611.69,1703.96,1862.94,2295.94
Solomon Islands,0.31,0.31,0.34,0.34,0.37,0.37,0.87,0.87,0.87,0.87,0.69,1.49,1.49,1.49,2.07,2.07,3.25,3.63,3.63,3.51,3.51,3.51,5.22,5.58
Somalia,,,,,,,,,0.02,0.02,0.02,0.02,2.22,2.22,2.33,2.96,3.91,5.13,5.82,5.99,14.46,22.46,45.96,49.46
South Africa,1248.4,1283.4,1286.56,1586.56,947.56,947.56,947.56,951.76,957.02,975.03,992.81,997.15,1002.95,1500.54,2711.26,3430.21,4651.85,6552.34,7911.4,8014.48,9522.83,9827.24,10505.17,10622.57
South Georgia and the South Sandwich Islands,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2
South Sudan,,,,,,,,,,,,,0.04,0.1,0.1,0.11,0.16,0.25,0.74,0.8,1.81,2.97,2.97,15.97
Spain,17949.93,19238.89,20915.62,22034.58,24621.02,26321.39,28354.47,31887.36,36624.83,39709.34,42230.29,43940.54,46435.7,46818.89,46850.44,47707.64,47797.72,47948.49,48283.14,54600.58,57313.13,62010.74,73818.16,80136.16
Sri Lanka,1156.77,1168.73,1180.13,1253.79,1288.65,1299.88,1322.53,1330.22,1361.08,1397.38,1433.49,1462.2,1678.81,1720.34,1825.01,1868.69,1945.45,2049.31,2172.89,2323.92,2449.51,2715.34,2921.07,3114.03
State of Palestine,,,,,,,,,,,,0.35,0.6,0.6,3.0,12.0,25.0,35.34,40.34,82.17,117.67,178.17,192.17,192.17
Sudan,389.0,389.0,389.01,389.01,389.11,417.2,417.21,417.4,417.52,1417.88,1419.27,1420.51,1529.07,1535.67,1537.58,1540.91,1547.22,1556.8,1740.49,1761.49,1798.13,1816.86,1870.86,1870.86
Suriname,180.06,180.06,180.06,180.06,180.06,180.06,180.06,180.06,180.06,180.06,180.22,180.34,180.72,181.0,186.26,187.76,188.22,189.23,189.86,189.86,190.52,190.52,193.12,193.12
Sweden,18263.0,18703.0,18322.0,18294.0,19131.0,20069.5,20906.5,20750.0,20973.5,22042.0,22707.15,23468.65,24292.65,24645.24,25527.69,26869.19,27804.69,28179.19,29179.69,31155.5,31950.5,34505.0,37572.5,40645.5
Switzerland,13113.0,13165.0,13179.0,13201.5,13218.5,13268.0,13280.5,13398.0,13420.0,13504.5,13645.0,13789.5,14065.0,14409.0,14638.0,15040.0,16258.5,17048.5,17469.5,17826.0,18334.0,19025.0,19725.92,21439.92
Syria,1534.71,1534.71,1176.71,1216.71,1535.31,1535.31,1535.31,1512.31,907.31,907.31,857.31,857.31,857.31,857.31,1501.31,1579.31,1501.31,1497.43,1498.68,1499.77,1508.83,1530.31,1557.31,1557.31
Tajikistan,4061.0,4061.0,4061.0,4061.0,4061.0,4116.2,4116.2,4116.2,4116.2,4802.58,4802.08,4809.49,4870.6,4872.6,4982.6,4982.6,4982.6,4982.6,4983.77,5743.77,5743.99,5745.09,5763.48,5763.48
Tanzania,612.65,612.69,612.92,622.42,622.42,606.12,606.83,606.83,607.33,608.13,619.17,632.0,639.53,642.31,653.62,659.67,667.46,672.53,676.2,681.76,687.09,689.97,691.06,691.06
Thailand,3573.7,3573.7,3583.0,3589.3,3709.6,3733.5,4050.88,4388.62,4635.07,4721.4,4802.55,5048.25,5676.65,6677.15,7372.85,7902.3,9369.16,10147.5,11215.03,11699.64,11842.78,12197.19,12443.93,12547.02
Timor-Leste,,,,,0.0,0.01,0.01,0.02,0.39,0.44,0.5,0.81,1.13,1.33,1.54,1.74,1.73,1.41,1.19,0.96,0.73,0.72,0.76,0.81
Togo,67.4,67.4,67.4,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.61,66.61,66.63,66.67,66.7,67.19,71.01,73.89,77.4,130.85,132.79,132.79
Tokelau,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.95,0.95,0.95,0.95,1.04,1.04,1.04,1.06,1.06,1.06,1.06,1.06
Tonga,0.06,0.06,0.08,0.08,0.08,0.08,0.11,0.11,0.12,0.13,0.13,0.31,2.0,2.72,2.73,3.77,4.58,6.75,7.03,8.41,8.41,8.41,15.7,16.5
Trinidad and Tobago,5.34,5.67,5.88,6.22,6.66,6.76,6.99,7.11,2.27,2.53,2.83,2.83,4.0,4.0,4.0,4.01,4.01,4.01,4.01,4.01,4.01,4.11,4.11,4.11
Tunisia,73.49,73.62,73.73,82.51,82.55,82.56,82.58,82.59,82.69,117.09,117.5,118.59,240.57,271.54,312.07,329.55,340.06,349.08,374.75,391.05,405.89,405.89,508.08,817.08
Turkmenistan,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.2,2.2,2.2
Turks and Caicos Islands,,,,,,,,,,,,,,,,0.03,0.03,0.19,0.44,0.94,0.94,2.57,3.29,3.52
Tuvalu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.28,0.28,0.28,0.28,0.34,0.34,3.62,3.63,3.64,3.66,3.66,3.73,3.73,3.73,3.83
Türkiye,11288.1,11786.3,12359.6,12695.0,12761.5,13025.0,13233.5,13655.0,14328.7,15528.7,17368.7,19085.7,22185.7,25550.7,27940.0,31516.0,34446.0,38746.45,42230.39,44388.54,49195.38,53175.32,55945.69,58461.69
Uganda,260.2,260.8,301.1,301.7,302.3,318.0,320.4,322.7,423.0,438.48,463.61,464.94,619.63,749.91,769.41,781.91,783.98,827.47,907.74,1178.29,1195.54,1197.58,1223.54,1223.7
Ukraine,4674.5,4705.73,4715.73,4723.9,4740.9,4746.1,4746.1,4791.5,4819.5,4646.7,4690.7,4945.4,5240.8,5768.6,6048.2,6105.3,6198.7,6530.0,7455.08,12189.46,13764.0,14921.0,14921.0,14612.2
United Arab Emirates,,,,,,,,,,10.08,10.83,12.75,13.21,127.65,133.17,134.23,136.41,354.47,600.89,1936.23,2333.6,3003.4,3613.11,6035.24
United Kingdom,2916.0,3202.0,3261.5,3650.0,4009.0,4922.0,5412.0,6011.0,7055.0,8302.5,9626.5,12783.0,15901.0,20026.5,24880.0,30800.0,35436.34,40046.36,43907.25,46663.62,47521.77,49266.8,53086.42,55719.76
United States,90637.86,93973.85,95070.91,95910.8,95613.67,98144.14,101528.33,107782.85,116370.35,127425.0,138041.7,146794.02,164436.15,171341.0,180970.45,196009.09,216174.13,230714.18,245595.19,263820.85,293526.88,326733.17,354313.67,385204.99
United States Virgin Islands,,,,,,,,,,,,0.48,0.61,0.96,5.05,9.25,9.29,5.09,10.09,10.09,10.09,10.09,10.09,10.09
Uruguay,1553.38,1553.38,1551.88,1551.6,1551.6,1552.6,1552.6,1710.75,1725.27,1741.31,1814.34,1825.09,1838.31,2016.91,2441.48,2887.72,3266.92,3710.8,3722.73,3731.33,3735.58,3744.28,3758.23,4088.56
Uzbekistan,1596.0,1596.0,1596.0,1599.0,1751.0,1709.0,1710.0,1710.0,1743.0,1742.8,1792.9,1787.9,1822.2,1823.0,1872.13,1881.53,1882.73,1861.45,1919.15,1911.75,2024.85,2156.15,2478.45,2668.45
Vanuatu,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,3.67,4.31,4.31,7.09,7.13,7.15,7.86,7.98,9.3,9.93,11.45,11.97,12.27,12.28,12.06,12.47
Venezuela,13211.81,13207.81,12491.81,13223.81,13865.81,14414.83,14597.91,14598.71,14598.93,14624.31,14634.68,14635.21,14665.31,14932.88,14943.88,15200.88,16891.88,16891.88,16968.88,16888.88,16888.88,17024.38,17024.38,17024.92
Viet Nam,3398.9,3934.11,4243.64,4295.71,4337.85,4396.42,4638.35,5041.45,6043.85,7324.55,8815.45,10242.95,13714.95,14902.95,15998.82,16989.72,18270.92,18296.49,18713.06,26084.33,38386.28,42999.78,44691.23,46011.95
Yemen,,,,,,,,,0.95,1.0,1.01,1.29,1.37,2.37,5.45,60.23,80.6,103.08,253.34,254.16,257.67,257.72,263.74,290.0
Zambia,1801.58,1801.58,1801.58,1741.58,1741.58,1741.58,1741.58,1682.34,1712.74,1720.74,1934.74,1934.74,1941.94,2301.94,2301.94,2311.9,2432.81,2443.55,2446.64,2537.34,2539.23,2845.74,3305.95,3340.95
Zimbabwe,728.69,728.69,748.69,748.69,748.69,748.69,748.69,748.69,832.69,833.19,834.31,852.51,853.23,859.32,860.04,874.88,878.97,885.08,1188.62,1191.87,1194.17,1213.1,1225.96,1225.96
